"source","target","type","id","label","weight"
52,96,"Directed",1986,NA,1
52,97,"Directed",1987,NA,1
52,98,"Directed",1988,NA,1
52,99,"Directed",1989,NA,1
52,100,"Directed",1990,NA,1
52,101,"Directed",1991,NA,1
52,102,"Directed",1992,NA,1
52,104,"Directed",1993,NA,1
52,110,"Directed",1994,NA,1
52,116,"Directed",1995,NA,1
52,129,"Directed",1996,NA,1
52,133,"Directed",1997,NA,1
52,136,"Directed",1998,NA,1
52,137,"Directed",1999,NA,1
52,138,"Directed",2000,NA,1
53,55,"Directed",2001,NA,1
53,59,"Directed",2002,NA,1
53,63,"Directed",2003,NA,1
53,88,"Directed",2004,NA,1
53,93,"Directed",2005,NA,1
54,1,"Directed",2006,NA,1
54,4,"Directed",2007,NA,1
54,11,"Directed",2008,NA,1
54,13,"Directed",2009,NA,1
54,15,"Directed",2010,NA,1
54,16,"Directed",2011,NA,1
54,17,"Directed",2012,NA,1
54,19,"Directed",2013,NA,1
54,20,"Directed",2014,NA,1
54,21,"Directed",2015,NA,1
54,24,"Directed",2016,NA,1
54,25,"Directed",2017,NA,1
54,26,"Directed",2018,NA,1
54,27,"Directed",2019,NA,1
54,29,"Directed",2020,NA,1
54,31,"Directed",2021,NA,1
54,33,"Directed",2022,NA,1
54,35,"Directed",2023,NA,1
54,36,"Directed",2024,NA,1
54,37,"Directed",2025,NA,1
54,38,"Directed",2026,NA,1
54,40,"Directed",2027,NA,1
54,41,"Directed",2028,NA,1
54,42,"Directed",2029,NA,1
54,43,"Directed",2030,NA,1
54,45,"Directed",2031,NA,1
54,47,"Directed",2032,NA,1
54,48,"Directed",2033,NA,1
54,49,"Directed",2034,NA,1
54,50,"Directed",2035,NA,1
54,51,"Directed",2036,NA,1
54,52,"Directed",2037,NA,1
54,56,"Directed",2038,NA,1
54,57,"Directed",2039,NA,1
54,58,"Directed",2040,NA,1
54,59,"Directed",2041,NA,1
54,61,"Directed",2042,NA,1
54,62,"Directed",2043,NA,1
54,63,"Directed",2044,NA,1
54,69,"Directed",2045,NA,1
54,70,"Directed",2046,NA,1
54,73,"Directed",2047,NA,1
54,74,"Directed",2048,NA,1
54,76,"Directed",2049,NA,1
54,78,"Directed",2050,NA,1
54,81,"Directed",2051,NA,1
54,84,"Directed",2052,NA,1
54,86,"Directed",2053,NA,1
54,88,"Directed",2054,NA,1
54,89,"Directed",2055,NA,1
54,92,"Directed",2056,NA,1
54,93,"Directed",2057,NA,1
54,95,"Directed",2058,NA,1
54,96,"Directed",2059,NA,1
54,98,"Directed",2060,NA,1
54,99,"Directed",2061,NA,1
54,100,"Directed",2062,NA,1
54,102,"Directed",2063,NA,1
54,103,"Directed",2064,NA,1
54,104,"Directed",2065,NA,1
54,106,"Directed",2066,NA,1
54,107,"Directed",2067,NA,1
54,108,"Directed",2068,NA,1
54,112,"Directed",2069,NA,1
54,113,"Directed",2070,NA,1
54,114,"Directed",2071,NA,1
54,115,"Directed",2072,NA,1
54,116,"Directed",2073,NA,1
54,117,"Directed",2074,NA,1
54,119,"Directed",2075,NA,1
54,120,"Directed",2076,NA,1
54,122,"Directed",2077,NA,1
54,123,"Directed",2078,NA,1
54,124,"Directed",2079,NA,1
54,125,"Directed",2080,NA,1
54,126,"Directed",2081,NA,1
54,127,"Directed",2082,NA,1
54,128,"Directed",2083,NA,1
54,129,"Directed",2084,NA,1
54,131,"Directed",2085,NA,1
54,133,"Directed",2086,NA,1
54,134,"Directed",2087,NA,1
54,135,"Directed",2088,NA,1
54,136,"Directed",2089,NA,1
54,137,"Directed",2090,NA,1
54,138,"Directed",2091,NA,1
54,139,"Directed",2092,NA,1
54,142,"Directed",2093,NA,1
54,145,"Directed",2094,NA,1
54,146,"Directed",2095,NA,1
54,147,"Directed",2096,NA,1
54,148,"Directed",2097,NA,1
55,4,"Directed",2098,NA,1
55,6,"Directed",2099,NA,1
55,10,"Directed",2100,NA,1
55,12,"Directed",2101,NA,1
55,13,"Directed",2102,NA,1
55,14,"Directed",2103,NA,1
55,15,"Directed",2104,NA,1
55,16,"Directed",2105,NA,1
55,17,"Directed",2106,NA,1
55,18,"Directed",2107,NA,1
55,19,"Directed",2108,NA,1
55,20,"Directed",2109,NA,1
55,21,"Directed",2110,NA,1
55,24,"Directed",2111,NA,1
55,25,"Directed",2112,NA,1
55,28,"Directed",2113,NA,1
55,29,"Directed",2114,NA,1
55,31,"Directed",2115,NA,1
55,34,"Directed",2116,NA,1
55,36,"Directed",2117,NA,1
55,37,"Directed",2118,NA,1
55,38,"Directed",2119,NA,1
55,40,"Directed",2120,NA,1
55,41,"Directed",2121,NA,1
55,43,"Directed",2122,NA,1
55,44,"Directed",2123,NA,1
55,47,"Directed",2124,NA,1
55,49,"Directed",2125,NA,1
55,50,"Directed",2126,NA,1
55,51,"Directed",2127,NA,1
55,52,"Directed",2128,NA,1
55,53,"Directed",2129,NA,1
55,56,"Directed",2130,NA,1
55,57,"Directed",2131,NA,1
55,58,"Directed",2132,NA,1
55,59,"Directed",2133,NA,1
55,62,"Directed",2134,NA,1
55,63,"Directed",2135,NA,1
55,64,"Directed",2136,NA,1
55,68,"Directed",2137,NA,1
55,69,"Directed",2138,NA,1
55,70,"Directed",2139,NA,1
55,71,"Directed",2140,NA,1
55,73,"Directed",2141,NA,1
55,76,"Directed",2142,NA,1
55,78,"Directed",2143,NA,1
55,79,"Directed",2144,NA,1
55,80,"Directed",2145,NA,1
55,81,"Directed",2146,NA,1
55,83,"Directed",2147,NA,1
55,84,"Directed",2148,NA,1
55,85,"Directed",2149,NA,1
55,86,"Directed",2150,NA,1
55,87,"Directed",2151,NA,1
55,88,"Directed",2152,NA,1
55,89,"Directed",2153,NA,1
55,90,"Directed",2154,NA,1
55,91,"Directed",2155,NA,1
55,92,"Directed",2156,NA,1
55,93,"Directed",2157,NA,1
55,94,"Directed",2158,NA,1
55,95,"Directed",2159,NA,1
55,96,"Directed",2160,NA,1
55,97,"Directed",2161,NA,1
55,98,"Directed",2162,NA,1
55,99,"Directed",2163,NA,1
55,100,"Directed",2164,NA,1
55,101,"Directed",2165,NA,1
55,102,"Directed",2166,NA,1
55,103,"Directed",2167,NA,1
55,104,"Directed",2168,NA,1
55,105,"Directed",2169,NA,1
55,106,"Directed",2170,NA,1
55,107,"Directed",2171,NA,1
55,108,"Directed",2172,NA,1
55,111,"Directed",2173,NA,1
55,113,"Directed",2174,NA,1
55,114,"Directed",2175,NA,1
55,116,"Directed",2176,NA,1
55,118,"Directed",2177,NA,1
55,119,"Directed",2178,NA,1
55,120,"Directed",2179,NA,1
55,122,"Directed",2180,NA,1
55,124,"Directed",2181,NA,1
55,125,"Directed",2182,NA,1
55,128,"Directed",2183,NA,1
55,129,"Directed",2184,NA,1
55,131,"Directed",2185,NA,1
55,133,"Directed",2186,NA,1
55,134,"Directed",2187,NA,1
55,136,"Directed",2188,NA,1
55,137,"Directed",2189,NA,1
55,139,"Directed",2190,NA,1
55,143,"Directed",2191,NA,1
55,144,"Directed",2192,NA,1
55,147,"Directed",2193,NA,1
55,148,"Directed",2194,NA,1
56,4,"Directed",2195,NA,1
56,11,"Directed",2196,NA,1
56,18,"Directed",2197,NA,1
56,19,"Directed",2198,NA,1
56,27,"Directed",2199,NA,1
56,29,"Directed",2200,NA,1
56,47,"Directed",2201,NA,1
56,49,"Directed",2202,NA,1
56,50,"Directed",2203,NA,1
56,51,"Directed",2204,NA,1
56,52,"Directed",2205,NA,1
56,54,"Directed",2206,NA,1
56,55,"Directed",2207,NA,1
56,57,"Directed",2208,NA,1
56,58,"Directed",2209,NA,1
56,59,"Directed",2210,NA,1
56,62,"Directed",2211,NA,1
56,63,"Directed",2212,NA,1
56,86,"Directed",2213,NA,1
56,88,"Directed",2214,NA,1
56,89,"Directed",2215,NA,1
56,91,"Directed",2216,NA,1
56,92,"Directed",2217,NA,1
56,93,"Directed",2218,NA,1
56,94,"Directed",2219,NA,1
56,95,"Directed",2220,NA,1
56,96,"Directed",2221,NA,1
56,97,"Directed",2222,NA,1
56,98,"Directed",2223,NA,1
56,99,"Directed",2224,NA,1
56,100,"Directed",2225,NA,1
56,101,"Directed",2226,NA,1
56,102,"Directed",2227,NA,1
56,103,"Directed",2228,NA,1
56,104,"Directed",2229,NA,1
56,105,"Directed",2230,NA,1
56,107,"Directed",2231,NA,1
56,108,"Directed",2232,NA,1
56,116,"Directed",2233,NA,1
56,117,"Directed",2234,NA,1
56,119,"Directed",2235,NA,1
56,122,"Directed",2236,NA,1
56,126,"Directed",2237,NA,1
56,128,"Directed",2238,NA,1
56,129,"Directed",2239,NA,1
56,133,"Directed",2240,NA,1
56,145,"Directed",2241,NA,1
56,148,"Directed",2242,NA,1
57,25,"Directed",2243,NA,1
57,35,"Directed",2244,NA,1
57,58,"Directed",2245,NA,1
57,88,"Directed",2246,NA,1
57,89,"Directed",2247,NA,1
57,96,"Directed",2248,NA,1
57,102,"Directed",2249,NA,1
57,103,"Directed",2250,NA,1
57,116,"Directed",2251,NA,1
57,126,"Directed",2252,NA,1
57,128,"Directed",2253,NA,1
57,133,"Directed",2254,NA,1
57,134,"Directed",2255,NA,1
57,137,"Directed",2256,NA,1
57,138,"Directed",2257,NA,1
57,148,"Directed",2258,NA,1
58,24,"Directed",2259,NA,1
58,25,"Directed",2260,NA,1
58,27,"Directed",2261,NA,1
58,35,"Directed",2262,NA,1
58,36,"Directed",2263,NA,1
58,45,"Directed",2264,NA,1
58,51,"Directed",2265,NA,1
58,52,"Directed",2266,NA,1
58,57,"Directed",2267,NA,1
58,59,"Directed",2268,NA,1
58,63,"Directed",2269,NA,1
58,76,"Directed",2270,NA,1
58,87,"Directed",2271,NA,1
58,88,"Directed",2272,NA,1
58,89,"Directed",2273,NA,1
58,91,"Directed",2274,NA,1
58,92,"Directed",2275,NA,1
58,93,"Directed",2276,NA,1
58,94,"Directed",2277,NA,1
58,95,"Directed",2278,NA,1
58,96,"Directed",2279,NA,1
58,98,"Directed",2280,NA,1
58,99,"Directed",2281,NA,1
58,100,"Directed",2282,NA,1
58,101,"Directed",2283,NA,1
58,102,"Directed",2284,NA,1
58,104,"Directed",2285,NA,1
58,107,"Directed",2286,NA,1
58,116,"Directed",2287,NA,1
58,128,"Directed",2288,NA,1
58,133,"Directed",2289,NA,1
58,137,"Directed",2290,NA,1
58,138,"Directed",2291,NA,1
58,148,"Directed",2292,NA,1
59,1,"Directed",2293,NA,1
59,6,"Directed",2294,NA,1
59,17,"Directed",2295,NA,1
59,19,"Directed",2296,NA,1
59,21,"Directed",2297,NA,1
59,24,"Directed",2298,NA,1
59,29,"Directed",2299,NA,1
59,34,"Directed",2300,NA,1
59,35,"Directed",2301,NA,1
59,39,"Directed",2302,NA,1
59,45,"Directed",2303,NA,1
59,50,"Directed",2304,NA,1
59,51,"Directed",2305,NA,1
59,52,"Directed",2306,NA,1
59,54,"Directed",2307,NA,1
59,55,"Directed",2308,NA,1
59,57,"Directed",2309,NA,1
59,58,"Directed",2310,NA,1
59,62,"Directed",2311,NA,1
59,63,"Directed",2312,NA,1
59,64,"Directed",2313,NA,1
59,70,"Directed",2314,NA,1
59,71,"Directed",2315,NA,1
59,73,"Directed",2316,NA,1
59,76,"Directed",2317,NA,1
59,86,"Directed",2318,NA,1
59,88,"Directed",2319,NA,1
59,89,"Directed",2320,NA,1
59,90,"Directed",2321,NA,1
59,91,"Directed",2322,NA,1
59,92,"Directed",2323,NA,1
59,93,"Directed",2324,NA,1
59,94,"Directed",2325,NA,1
59,95,"Directed",2326,NA,1
59,96,"Directed",2327,NA,1
59,97,"Directed",2328,NA,1
59,99,"Directed",2329,NA,1
59,100,"Directed",2330,NA,1
59,102,"Directed",2331,NA,1
59,103,"Directed",2332,NA,1
59,104,"Directed",2333,NA,1
59,107,"Directed",2334,NA,1
59,114,"Directed",2335,NA,1
59,119,"Directed",2336,NA,1
59,122,"Directed",2337,NA,1
59,129,"Directed",2338,NA,1
59,132,"Directed",2339,NA,1
59,133,"Directed",2340,NA,1
59,137,"Directed",2341,NA,1
59,138,"Directed",2342,NA,1
59,140,"Directed",2343,NA,1
59,145,"Directed",2344,NA,1
59,147,"Directed",2345,NA,1
59,148,"Directed",2346,NA,1
60,57,"Directed",2347,NA,1
60,59,"Directed",2348,NA,1
60,63,"Directed",2349,NA,1
60,88,"Directed",2350,NA,1
61,57,"Directed",2351,NA,1
61,58,"Directed",2352,NA,1
61,59,"Directed",2353,NA,1
61,63,"Directed",2354,NA,1
61,88,"Directed",2355,NA,1
61,89,"Directed",2356,NA,1
61,90,"Directed",2357,NA,1
61,92,"Directed",2358,NA,1
61,93,"Directed",2359,NA,1
61,95,"Directed",2360,NA,1
61,96,"Directed",2361,NA,1
61,98,"Directed",2362,NA,1
61,99,"Directed",2363,NA,1
61,100,"Directed",2364,NA,1
61,102,"Directed",2365,NA,1
62,11,"Directed",2366,NA,1
62,25,"Directed",2367,NA,1
62,29,"Directed",2368,NA,1
62,35,"Directed",2369,NA,1
62,50,"Directed",2370,NA,1
62,51,"Directed",2371,NA,1
62,54,"Directed",2372,NA,1
62,55,"Directed",2373,NA,1
62,57,"Directed",2374,NA,1
62,59,"Directed",2375,NA,1
62,61,"Directed",2376,NA,1
62,63,"Directed",2377,NA,1
62,71,"Directed",2378,NA,1
62,84,"Directed",2379,NA,1
62,88,"Directed",2380,NA,1
62,91,"Directed",2381,NA,1
62,92,"Directed",2382,NA,1
62,94,"Directed",2383,NA,1
62,95,"Directed",2384,NA,1
62,96,"Directed",2385,NA,1
62,98,"Directed",2386,NA,1
62,102,"Directed",2387,NA,1
62,103,"Directed",2388,NA,1
62,104,"Directed",2389,NA,1
62,105,"Directed",2390,NA,1
62,107,"Directed",2391,NA,1
62,122,"Directed",2392,NA,1
62,125,"Directed",2393,NA,1
62,129,"Directed",2394,NA,1
62,133,"Directed",2395,NA,1
62,134,"Directed",2396,NA,1
62,137,"Directed",2397,NA,1
63,1,"Directed",2398,NA,1
63,11,"Directed",2399,NA,1
63,16,"Directed",2400,NA,1
63,20,"Directed",2401,NA,1
63,21,"Directed",2402,NA,1
63,24,"Directed",2403,NA,1
63,25,"Directed",2404,NA,1
63,28,"Directed",2405,NA,1
63,29,"Directed",2406,NA,1
63,31,"Directed",2407,NA,1
63,35,"Directed",2408,NA,1
63,36,"Directed",2409,NA,1
63,40,"Directed",2410,NA,1
63,44,"Directed",2411,NA,1
63,45,"Directed",2412,NA,1
63,46,"Directed",2413,NA,1
63,50,"Directed",2414,NA,1
63,51,"Directed",2415,NA,1
63,54,"Directed",2416,NA,1
63,55,"Directed",2417,NA,1
63,56,"Directed",2418,NA,1
63,57,"Directed",2419,NA,1
63,58,"Directed",2420,NA,1
63,59,"Directed",2421,NA,1
63,62,"Directed",2422,NA,1
63,69,"Directed",2423,NA,1
63,76,"Directed",2424,NA,1
63,81,"Directed",2425,NA,1
63,84,"Directed",2426,NA,1
63,86,"Directed",2427,NA,1
63,88,"Directed",2428,NA,1
63,89,"Directed",2429,NA,1
63,92,"Directed",2430,NA,1
63,93,"Directed",2431,NA,1
63,94,"Directed",2432,NA,1
63,96,"Directed",2433,NA,1
63,98,"Directed",2434,NA,1
63,99,"Directed",2435,NA,1
63,100,"Directed",2436,NA,1
63,101,"Directed",2437,NA,1
63,102,"Directed",2438,NA,1
63,103,"Directed",2439,NA,1
63,104,"Directed",2440,NA,1
63,105,"Directed",2441,NA,1
63,107,"Directed",2442,NA,1
63,108,"Directed",2443,NA,1
63,111,"Directed",2444,NA,1
63,114,"Directed",2445,NA,1
63,120,"Directed",2446,NA,1
63,123,"Directed",2447,NA,1
63,129,"Directed",2448,NA,1
63,131,"Directed",2449,NA,1
63,132,"Directed",2450,NA,1
63,134,"Directed",2451,NA,1
63,136,"Directed",2452,NA,1
63,137,"Directed",2453,NA,1
63,139,"Directed",2454,NA,1
63,145,"Directed",2455,NA,1
63,147,"Directed",2456,NA,1
64,11,"Directed",2457,NA,1
64,13,"Directed",2458,NA,1
64,15,"Directed",2459,NA,1
64,25,"Directed",2460,NA,1
64,27,"Directed",2461,NA,1
64,35,"Directed",2462,NA,1
64,36,"Directed",2463,NA,1
64,41,"Directed",2464,NA,1
64,51,"Directed",2465,NA,1
64,69,"Directed",2466,NA,1
64,70,"Directed",2467,NA,1
64,71,"Directed",2468,NA,1
64,73,"Directed",2469,NA,1
64,76,"Directed",2470,NA,1
64,79,"Directed",2471,NA,1
64,80,"Directed",2472,NA,1
64,88,"Directed",2473,NA,1
64,89,"Directed",2474,NA,1
64,93,"Directed",2475,NA,1
64,95,"Directed",2476,NA,1
64,99,"Directed",2477,NA,1
64,116,"Directed",2478,NA,1
64,119,"Directed",2479,NA,1
64,126,"Directed",2480,NA,1
64,128,"Directed",2481,NA,1
64,133,"Directed",2482,NA,1
64,137,"Directed",2483,NA,1
64,138,"Directed",2484,NA,1
64,143,"Directed",2485,NA,1
64,148,"Directed",2486,NA,1
65,28,"Directed",2487,NA,1
65,31,"Directed",2488,NA,1
65,51,"Directed",2489,NA,1
65,59,"Directed",2490,NA,1
65,85,"Directed",2491,NA,1
65,93,"Directed",2492,NA,1
65,122,"Directed",2493,NA,1
65,125,"Directed",2494,NA,1
65,133,"Directed",2495,NA,1
65,137,"Directed",2496,NA,1
65,139,"Directed",2497,NA,1
66,59,"Directed",2498,NA,1
66,64,"Directed",2499,NA,1
66,69,"Directed",2500,NA,1
66,70,"Directed",2501,NA,1
66,71,"Directed",2502,NA,1
66,73,"Directed",2503,NA,1
66,75,"Directed",2504,NA,1
66,78,"Directed",2505,NA,1
66,83,"Directed",2506,NA,1
66,84,"Directed",2507,NA,1
66,85,"Directed",2508,NA,1
66,88,"Directed",2509,NA,1
66,89,"Directed",2510,NA,1
66,91,"Directed",2511,NA,1
66,92,"Directed",2512,NA,1
66,93,"Directed",2513,NA,1
66,95,"Directed",2514,NA,1
66,96,"Directed",2515,NA,1
66,97,"Directed",2516,NA,1
66,99,"Directed",2517,NA,1
66,100,"Directed",2518,NA,1
66,102,"Directed",2519,NA,1
66,103,"Directed",2520,NA,1
66,104,"Directed",2521,NA,1
66,106,"Directed",2522,NA,1
66,107,"Directed",2523,NA,1
66,128,"Directed",2524,NA,1
66,137,"Directed",2525,NA,1
66,143,"Directed",2526,NA,1
68,25,"Directed",2527,NA,1
68,28,"Directed",2528,NA,1
68,35,"Directed",2529,NA,1
68,36,"Directed",2530,NA,1
68,46,"Directed",2531,NA,1
68,55,"Directed",2532,NA,1
68,59,"Directed",2533,NA,1
68,69,"Directed",2534,NA,1
68,71,"Directed",2535,NA,1
68,76,"Directed",2536,NA,1
68,84,"Directed",2537,NA,1
68,91,"Directed",2538,NA,1
68,92,"Directed",2539,NA,1
68,93,"Directed",2540,NA,1
68,95,"Directed",2541,NA,1
68,99,"Directed",2542,NA,1
68,101,"Directed",2543,NA,1
68,102,"Directed",2544,NA,1
68,133,"Directed",2545,NA,1
68,137,"Directed",2546,NA,1
69,19,"Directed",2547,NA,1
69,26,"Directed",2548,NA,1
69,29,"Directed",2549,NA,1
69,31,"Directed",2550,NA,1
69,35,"Directed",2551,NA,1
69,40,"Directed",2552,NA,1
69,51,"Directed",2553,NA,1
69,52,"Directed",2554,NA,1
69,55,"Directed",2555,NA,1
69,64,"Directed",2556,NA,1
69,70,"Directed",2557,NA,1
69,71,"Directed",2558,NA,1
69,73,"Directed",2559,NA,1
69,74,"Directed",2560,NA,1
69,76,"Directed",2561,NA,1
69,79,"Directed",2562,NA,1
69,80,"Directed",2563,NA,1
69,84,"Directed",2564,NA,1
69,86,"Directed",2565,NA,1
69,87,"Directed",2566,NA,1
69,88,"Directed",2567,NA,1
69,89,"Directed",2568,NA,1
69,93,"Directed",2569,NA,1
69,96,"Directed",2570,NA,1
69,98,"Directed",2571,NA,1
69,99,"Directed",2572,NA,1
69,100,"Directed",2573,NA,1
69,102,"Directed",2574,NA,1
69,103,"Directed",2575,NA,1
69,111,"Directed",2576,NA,1
69,116,"Directed",2577,NA,1
69,125,"Directed",2578,NA,1
69,129,"Directed",2579,NA,1
69,133,"Directed",2580,NA,1
69,134,"Directed",2581,NA,1
69,137,"Directed",2582,NA,1
69,138,"Directed",2583,NA,1
69,143,"Directed",2584,NA,1
69,148,"Directed",2585,NA,1
70,2,"Directed",2586,NA,1
70,6,"Directed",2587,NA,1
70,13,"Directed",2588,NA,1
70,15,"Directed",2589,NA,1
70,16,"Directed",2590,NA,1
70,17,"Directed",2591,NA,1
70,18,"Directed",2592,NA,1
70,19,"Directed",2593,NA,1
70,21,"Directed",2594,NA,1
70,24,"Directed",2595,NA,1
70,26,"Directed",2596,NA,1
70,28,"Directed",2597,NA,1
70,29,"Directed",2598,NA,1
70,31,"Directed",2599,NA,1
70,33,"Directed",2600,NA,1
70,34,"Directed",2601,NA,1
70,35,"Directed",2602,NA,1
70,36,"Directed",2603,NA,1
70,45,"Directed",2604,NA,1
70,47,"Directed",2605,NA,1
70,52,"Directed",2606,NA,1
70,54,"Directed",2607,NA,1
70,55,"Directed",2608,NA,1
70,56,"Directed",2609,NA,1
70,58,"Directed",2610,NA,1
70,59,"Directed",2611,NA,1
70,64,"Directed",2612,NA,1
70,65,"Directed",2613,NA,1
70,66,"Directed",2614,NA,1
70,68,"Directed",2615,NA,1
70,69,"Directed",2616,NA,1
70,71,"Directed",2617,NA,1
70,73,"Directed",2618,NA,1
70,74,"Directed",2619,NA,1
70,75,"Directed",2620,NA,1
70,76,"Directed",2621,NA,1
70,78,"Directed",2622,NA,1
70,79,"Directed",2623,NA,1
70,80,"Directed",2624,NA,1
70,81,"Directed",2625,NA,1
70,82,"Directed",2626,NA,1
70,83,"Directed",2627,NA,1
70,84,"Directed",2628,NA,1
70,85,"Directed",2629,NA,1
70,86,"Directed",2630,NA,1
70,87,"Directed",2631,NA,1
70,88,"Directed",2632,NA,1
70,89,"Directed",2633,NA,1
70,93,"Directed",2634,NA,1
70,95,"Directed",2635,NA,1
70,99,"Directed",2636,NA,1
70,100,"Directed",2637,NA,1
70,102,"Directed",2638,NA,1
70,108,"Directed",2639,NA,1
70,110,"Directed",2640,NA,1
70,111,"Directed",2641,NA,1
70,112,"Directed",2642,NA,1
70,113,"Directed",2643,NA,1
70,114,"Directed",2644,NA,1
70,117,"Directed",2645,NA,1
70,119,"Directed",2646,NA,1
70,125,"Directed",2647,NA,1
70,137,"Directed",2648,NA,1
70,143,"Directed",2649,NA,1
70,148,"Directed",2650,NA,1
71,1,"Directed",2651,NA,1
71,2,"Directed",2652,NA,1
71,3,"Directed",2653,NA,1
71,4,"Directed",2654,NA,1
71,6,"Directed",2655,NA,1
71,7,"Directed",2656,NA,1
71,9,"Directed",2657,NA,1
71,10,"Directed",2658,NA,1
71,11,"Directed",2659,NA,1
71,12,"Directed",2660,NA,1
71,13,"Directed",2661,NA,1
71,14,"Directed",2662,NA,1
71,15,"Directed",2663,NA,1
71,16,"Directed",2664,NA,1
71,17,"Directed",2665,NA,1
71,18,"Directed",2666,NA,1
71,19,"Directed",2667,NA,1
71,20,"Directed",2668,NA,1
71,21,"Directed",2669,NA,1
71,22,"Directed",2670,NA,1
71,23,"Directed",2671,NA,1
71,24,"Directed",2672,NA,1
71,25,"Directed",2673,NA,1
71,26,"Directed",2674,NA,1
71,27,"Directed",2675,NA,1
71,28,"Directed",2676,NA,1
71,29,"Directed",2677,NA,1
71,30,"Directed",2678,NA,1
71,31,"Directed",2679,NA,1
71,34,"Directed",2680,NA,1
71,35,"Directed",2681,NA,1
71,36,"Directed",2682,NA,1
71,37,"Directed",2683,NA,1
71,38,"Directed",2684,NA,1
71,39,"Directed",2685,NA,1
71,40,"Directed",2686,NA,1
71,41,"Directed",2687,NA,1
71,43,"Directed",2688,NA,1
71,45,"Directed",2689,NA,1
71,46,"Directed",2690,NA,1
71,47,"Directed",2691,NA,1
71,49,"Directed",2692,NA,1
71,50,"Directed",2693,NA,1
71,51,"Directed",2694,NA,1
71,52,"Directed",2695,NA,1
71,54,"Directed",2696,NA,1
71,56,"Directed",2697,NA,1
71,57,"Directed",2698,NA,1
71,58,"Directed",2699,NA,1
71,59,"Directed",2700,NA,1
71,63,"Directed",2701,NA,1
71,64,"Directed",2702,NA,1
71,65,"Directed",2703,NA,1
71,66,"Directed",2704,NA,1
71,68,"Directed",2705,NA,1
71,69,"Directed",2706,NA,1
71,70,"Directed",2707,NA,1
71,73,"Directed",2708,NA,1
71,74,"Directed",2709,NA,1
71,75,"Directed",2710,NA,1
71,76,"Directed",2711,NA,1
71,77,"Directed",2712,NA,1
71,78,"Directed",2713,NA,1
71,79,"Directed",2714,NA,1
71,80,"Directed",2715,NA,1
71,81,"Directed",2716,NA,1
71,82,"Directed",2717,NA,1
71,83,"Directed",2718,NA,1
71,84,"Directed",2719,NA,1
71,85,"Directed",2720,NA,1
71,86,"Directed",2721,NA,1
71,87,"Directed",2722,NA,1
71,88,"Directed",2723,NA,1
71,89,"Directed",2724,NA,1
71,90,"Directed",2725,NA,1
71,91,"Directed",2726,NA,1
71,92,"Directed",2727,NA,1
71,93,"Directed",2728,NA,1
71,94,"Directed",2729,NA,1
71,95,"Directed",2730,NA,1
71,96,"Directed",2731,NA,1
71,97,"Directed",2732,NA,1
71,98,"Directed",2733,NA,1
71,99,"Directed",2734,NA,1
71,100,"Directed",2735,NA,1
71,101,"Directed",2736,NA,1
71,102,"Directed",2737,NA,1
71,103,"Directed",2738,NA,1
71,104,"Directed",2739,NA,1
71,105,"Directed",2740,NA,1
71,106,"Directed",2741,NA,1
71,107,"Directed",2742,NA,1
71,108,"Directed",2743,NA,1
71,110,"Directed",2744,NA,1
71,111,"Directed",2745,NA,1
71,112,"Directed",2746,NA,1
71,113,"Directed",2747,NA,1
71,115,"Directed",2748,NA,1
71,116,"Directed",2749,NA,1
71,117,"Directed",2750,NA,1
71,118,"Directed",2751,NA,1
71,119,"Directed",2752,NA,1
71,122,"Directed",2753,NA,1
71,125,"Directed",2754,NA,1
71,126,"Directed",2755,NA,1
71,128,"Directed",2756,NA,1
71,129,"Directed",2757,NA,1
71,130,"Directed",2758,NA,1
71,131,"Directed",2759,NA,1
71,132,"Directed",2760,NA,1
71,133,"Directed",2761,NA,1
71,134,"Directed",2762,NA,1
71,136,"Directed",2763,NA,1
71,137,"Directed",2764,NA,1
71,138,"Directed",2765,NA,1
71,141,"Directed",2766,NA,1
71,143,"Directed",2767,NA,1
71,144,"Directed",2768,NA,1
71,145,"Directed",2769,NA,1
71,146,"Directed",2770,NA,1
71,148,"Directed",2771,NA,1
73,10,"Directed",2772,NA,1
73,11,"Directed",2773,NA,1
73,12,"Directed",2774,NA,1
73,13,"Directed",2775,NA,1
73,15,"Directed",2776,NA,1
73,16,"Directed",2777,NA,1
73,19,"Directed",2778,NA,1
73,20,"Directed",2779,NA,1
73,21,"Directed",2780,NA,1
73,24,"Directed",2781,NA,1
73,25,"Directed",2782,NA,1
73,27,"Directed",2783,NA,1
73,28,"Directed",2784,NA,1
73,29,"Directed",2785,NA,1
73,31,"Directed",2786,NA,1
73,34,"Directed",2787,NA,1
73,35,"Directed",2788,NA,1
73,36,"Directed",2789,NA,1
73,37,"Directed",2790,NA,1
73,38,"Directed",2791,NA,1
73,40,"Directed",2792,NA,1
73,43,"Directed",2793,NA,1
73,44,"Directed",2794,NA,1
73,45,"Directed",2795,NA,1
73,50,"Directed",2796,NA,1
73,51,"Directed",2797,NA,1
73,52,"Directed",2798,NA,1
73,54,"Directed",2799,NA,1
73,55,"Directed",2800,NA,1
73,56,"Directed",2801,NA,1
73,57,"Directed",2802,NA,1
73,58,"Directed",2803,NA,1
73,59,"Directed",2804,NA,1
73,63,"Directed",2805,NA,1
73,64,"Directed",2806,NA,1
73,66,"Directed",2807,NA,1
